,overall,reviewText
410,1.0,"This is a poorly made, vauge, and uninformative ""documentary"". It's a scattered gathering of bits and pieces from random people who seem like they have no idea what's going on. It also reveals a closely guarded secret about Anton Lavey....

He's a total freaking George McFly, just listen to his voice. He's an uninspired DWEEB in the lowest form (but what can we expect from a high school drop out and carnie whose writtings are basically watered down basterdizations of Crowley and Nietzsche).

Anywho that's my opinion on the pseudo philosphy. If you absolutely MUST see this you can see it for free and of the same quaility on Youtube."
411,1.0,"watch the trailer all it does it show part of 1 freaking scene that may be in the movie...when I was a kid I loved Robocop, it was probably my favorite movie, I watched them a lot....but I never heard of this one, or the part 1 or 2 to this one, and by the part of 1 freaking scene in the trailer it looks like I will hate this movie, I don't even understand what it's about, the summary sucks as well. why in the world would I waste $8 buying this garbage made movie??
then if I want to see the entire thing meaning I need to buy the other parts to for $8 total of $24 eh eh!!! I don't think so...you rip off enough people..."
412,5.0,"I know im nostalgic, but I love these freaking movies. Troll 1 is actually pretty dang good - troll 2 is AMAZING in all the right ways.  Where else can you see a little boy protagonist standing ontop of the dinner table mid-course and peeing on everyone's food to save the day? Troll 2 that's where.

Watch them both as soon as possible!!!!"
413,5.0,"I already own Poltergeist and I needed part 2 and 3 to complete my collection. When Poltergeist was first made there was no paranormal movies I think this was the first anyway to me at the time it was a good freaking movie .Great special effects. I really like the 2nd part with the rather large Indian he made it interesting to me and that munchkin lady,"" this house is clean! ""  Part 3 was alright since the parents are not in this one but the girl Caroline really died after the making of this film. I heard every sequeal that was made of Poltergeist, one of the original cast members really died! Spooky Huh?"
414,5.0,"I never saw the original nor read the book but I have to say that this is the best Carrie I've seen. The 90's sequel attempt was just insane, trying to make Rachel Carrie's sister. There was no prom, honestly the movie was so different other than it's attempt to be a sequel that it could of been entirely different movie, outcast girl with telekinesis goes on a rampage, only thing in common. And really, she wasn't so much of an outcast, seemed more like a wannabe punk girl to me.

Kind of in the way Rob Zombie took Laurie and made her a total punk, to the point you almost want to hate her sometimes, especially in RZ's sequel when she treats her luckily surviving friend like crap. Anyway on to THIS movie.

I did find Sue to be sympathetic but passive, she knew what was going to happen when Carrie opened her locker, yet she said nothing, even though it looked like she was dying to. Yet just a little while before that she was chanting with the girls while Carrie was freaking out and scared to death. After that, it seems like they wanted to portray Sue as this very mysterious character, attempting to make her look like she was playing serious mind games between everyone.

This was further pushed by Chris when she went to Carrie and in her own passive aggressive way was trying to manipulate the situation herself. It wasn't just plain and simple bullying, there were attempts at mind games, manipulations and it becomes a war of Chris Vs Sue with poor Carrie caught in the middle.

(I have to say I especially loved the moment Carrie implied Sue thought Chris needed botox. Not going to go into how that comes about.)

I have to say that Chris gets some character sympathy for me. I agree that she doesn't seem capable of doing what she ultimately does but I get the sense that there is peer pressure that comes into play. To begin with, she clearly has a controlling and even a bit of an abusive boyfriend and I think he is the main driver that actually makes the joke come to life, for Chris I merely think it was just an idea and she clearly had doubts, not to mention she was totally skittish when they went to the farm and later threatened to kill her if she talked, clearly freaking her out and ultimately attempting to run Carrie over despite Chris screaming for him to stop. The character was given a lot of vulnerabilities that comes out as the story progresses and gives the viewer a chance to possibly give this character sympathy. Yeah she went through with the big prank but this was less than an hour after this guy threatened to kill her, she came up with the idea but really beyond that, it was his thing despite his claims that it wasn't, he wanted it to happen. Emilie De Ravin did a fantastic job playing on these vulnerabilities that were spared to her character.

Meanwhile Sue still seems to be ominous and ultimately helps Carrie escape yet for me, personally, I don't feel like the character deserves any kind of winning badge. She still acts like shes playing mind games with the detective, she didn't have to be like that, seeming to purposely make him question her innocence in the whole ordeal by coming off as a chill, even antagonizing girl that doesn't appear to be as upset about everything as he thinks she should and rather actually going out of her way to seem not upset. The girl comes off as a total mind game even though as the viewer you can see through her like a glass window.

(Oh and her boyfriend was killed by the bucket that hit him on the head. Guess she didn't love him very much, huh? I have to give him props for killer aim though, if you haven't seen the movie, if you do, you will know what I mean. Props to the writers for this)

There was a lot of passive aggressiveness, manipulation and hot and cold in the bullying which wasn't always entirely aimed at Carrie. Yes she is the ultimate victim but I enjoyed the way the movie takes you into the popular drama ultimately triggered by the prom and the disrespect Chris perceived to get from Sue and ultimately their disagreement and the soap opera that followed, giving us time to see Carrie being left alone to be herself, to even grow as a character as an example, she learns how to use a computer for the first time while the popular ones are too self involved in their own crap.

It seemed much more authentic in it's representation of high school, it's not all perfect popular ones get along and target the less fortunate, much more BS goes on between and within the popular clique that distracts them from the outsiders and more often than not, bullying exists more so within the group than towards those outside of it. Out of them all though, I think Chris gets more sympathy from me by far, in a way being a victim herself but it doesn't justify anything she did prior to coming up with the idea to ruin Carrie at the prom, from the moment she came up with the idea, I think Billy took over power even if it wasn't shown, I go by the subtle things I see in what is shown.

Sue, yes she ultimately saves Carrie and gets her out of town, but then what? Does she drop her off beside the road in Florida? Bother to get her a hotel room? I heard this movie was supposed to turn into a television series (Honestly don't know how this movie in particular could be carried out long term to even make a series and it never happened so likely others felt the same.) But because it is what they planned which is why it had the ending that it did, it left so many things unanswered, things that could have bought Sue more justice but you never know what she does with Carrie after she takes off with her.

(Maybe they get a hotel and she kills Carrie in her sleep? In some twisted way, and she seems like a twisted person anyway, maybe she changed things around in her head and blames Carrie for her boyfriend, who she doesn't seem all that upset about, getting killed? By the way she acts through interrogation, she could possibly be filled with hate rather than any kind of sadness or remorse, for whatever reason, she is defensive, antagonizing and even appears manipulative through out when she didn't need to be. To protect Carrie, all she had to do was simply imply that she didn't and doesn't know anything. The detective does imply that Chris Vs Sue was a staged drama to ultimately get Carrie but I don't find that to be possible, especially when Chris interacts with others like her friend Tina or when she calls Billy on the phone. If the drama was staged, no need to keep them out of the loop, neither Tina or Billy would have gone out of their way to go tell Carrie. In fact Tina had no sympathy at all for Carrie no more than Billy which tells you something. I know Chris was being manipulative and passive aggressive but just seeing her even be able to pretend to be nice to Carrie makes me question if ever that they could of possibly connected.)

To make that point, unless I missed something, I don't think at that part of the movie Chris had any idea about Sue's plans to get her boyfriend to go to prom with Carrie, so why try to drive a wedge between Sue and Carrie? And given that there was Chris Vs Sue, it makes me wonder if in actuality Chris was trying to protect Carrie. I know that seems outlandish given how things go post this scene, maybe it wasn't care but rather territorial? Carrie was her victim and so long as Sue was divided from her as a friend, she no longer had rights to Carrie. Then again Chris was clearly BFF's with Tina and she didn't ever seem that close to Sue to ever begin with.

It's confusing and if anyone has any theories on this particular scene, let me know. For whatever reason, Chris wanted to drive Carrie away from Sue, could of possibly been due to Sue appearing to have sympathy for Carrie, yet then she would change her mind and go along with Chris. (Chris clearly picks up on this double sided play during the bowling alley scene in which Sue claims what they did was dumb and then in a seconds thought decides to go friendly and keep the peace with Chris in the moment and then the competition is totally driven home when the two couples stare each other down.)

Assuming that Sue did end up killing Carrie, out of misdirected revenge or possibly to prevent it from ever happening again, it makes the movie feel answered to me but Sue clearly isn't innocent, she did something that caused her to keep up her charade with the investigator and it didn't even seem just self protective by saying some of the things she said which could be seen as even antagonizing and then she clearly isn't heart broken.

As for Carrie? What does she do? She still has to have issues, maybe even more so by that point due to everything that happened, trauma, guilt, a self esteem practically destroyed from existence and no money or way to live, not even a realistic view of the world to even I don't think independently function in it properly, and she never graduates and that says what direction her future goes career wise as a burger flipper, though that is when her power really could come in handy. (I could see McDonald's burgers, about three or four in the air moving about as they make themselves via the power of her mind while she manually works on one with her hands.)

I like the way the movie was done, very true to high school experiences, I like that the bullies were given little moments that might cause a viewer to question a final opinion on them rather than readily hating them as they might anticipate doing when they start the movie, it was well done and portrayed well by a great cast with special congrats to Angela Bettis and Emilie De Ravin on their portrayals. Digging in deeper to other characters while still being able to bring it back around to center on the main plot, transitions and character developments coming along perfectly. Should be more than just TV worthy and actually given more widespread exposure to compete against the block buster 2013 remake.

While the effects were better, the cast nor the way it was written was done well at all and in fact every character from this movie was betrayed by that movie when each of them was changed so drastically (Chris going from blonde to dark hair?) Though that is minor in how the newest remake betrayed the wonderful ways that these characters were made in this movie. Chloe is a great actress, though I don't think the role was right for her, she didn't come off as an actual tortured soul to me. Angela with her drastically horrid appearance expresses her pain by it's self without any dramatics, just the fact that she didn't keep herself up, let her hair go as it would and most of the time it was an awful mess, horrible clothes, even by Good Will standards, classic severe depression, lack of knowledge about things she should of known about but was never properly taught and the repression of her mother that kept her from discovering things she should of.

Chloe just seemed to me, at worst, to be a plain Jane girl that wasn't glamorous enough to get into the popular crowd, she reminded me more of Rachel from ""Carrie 2: The Rage"" neither one looked awful, though Chloe is prettier than that girl from the 90's but that is where a huge problem is, she is way too pretty. In some high schools, especially these days, a lot of the cliche's are gone and Chloe is the kind of girl that by appearance kind of makes an example of that, you can be like a bunch of other kids, wear decent clothes, keep yourselves up and most just become equal faces in the crowd, none of them overly done or higher up. A lot of teens these days don't even have social ranks, if most can pull off being equal to each other, that is cool and that is just what they do and they go with the flow.

Kind of like the middle class outnumbering the rich and the poor by far. They are just middle, casual, normal people that blend in with each other much like the houses in suburbia. The only real thing that seems to trigger BS with these individuals is the things that they do rather than what they wear or how they act because they are mostly too similar to differentiate by that, and their drama's are hardly Hollywood. So a girl sleeps with another girls boyfriend? Might get in a fight but it's not always some big news story around, most of the time it's isolated and much goes on outside of school, over the net, at each others houses or on the phone.

Chloe seems like that type of girl to me, at least in her Carrie role, not an outcast, just a plain average girl, till prom and then all the real prettiness comes out. Even still, by prom appearance I would not rank her as someone who would suddenly get all eyes attention just by getting all dolled up. (Though she would due to celeb status but as a normal girl, I bet it wouldn't be like that.)

Okay done ranting, sometimes I can get really going, this movie is good though and I recommend it.

Small update! I think Gage Golightly would of made a better Carrie? I made a comparison collage below from Carrie and Gage's role in Teen Wolf."
415,2.0,"Brock Lesnar was spoiled,that why i think he left so early. First off he desroys one of the greatest tag teams the hardys(by himself) within his 1st month in the wwe,then in about his second month he wins KOTR then in his 4th month he goes 1 on 1 with the great one the rock(on this dvd) a 7 time champ in a decent match to win the undisputed title I believe he's the fastest rising star peroid. Then defeats the phenom in HIAC(on this dvd) is this guy getting a big push or what then losses to big show who has to cheat like for the first time in his career to win the title. Angle who is great has to have brock cheat for him to win the title. then WOW WHAT A SUPRISE BROCK WINS THE RUMBLE! LOL! of course. Then his 1st WM he main events, its no lie in a pretty good match(also on this dvd) especially when this big 295 pound idiot tries to do a shooting star press whis he supposed to perfected in OVWand lands flat on his face,but honestly seeing it live was crazy,we go back stage maybe he's so freaking dizzy he don't know he won the title because he's not happy he looks like he's drunk. then skip john cena and go to the strecher match with big show(also on dvd) in also a good match ok let's face he was good but everything was handed to him that's why i think he left things were too easy"
416,4.0,"Let's see if any of the reviews changes some minds! HUH!
I'll get started by saying that most of these matches weren't
bad, but - until the Chamber Match (I turned it off)
1st - No Matt Hardy vs. Zach Gowan (he was badly injured)
(just something Matt Hardy can use against the kid -)
Fatal Four-Way U.S Championship - Fun, and Awesome! = 4 stars
Eddie Guerrero vs. Chris Benoit vs. Rhyno vs. Tajiri
(This was great because no one was on the same page, and
their were no alliances between Benoit/Rhyno or Eddie/Tajiri)
(Lots of great back n forth action, cool maneuvers and
tight quickness, just didn't want this one to end)*
- WAS A GREAT OPENER
World Tag-Team Championship = 3 stars
Dudley Boyz vs. La Resistance
(The Dudleyz totally should have won this, why can they not
block that stupid double move they use, it's so counterable)
No Disqualification Match = 1 star (at the least)
Shane vs. Bischoff
(Nothing really made this No Disqualification)
(And this so-called match, wasn't anything)
Undertaker vs. A-Train = 3 stars
(Great match, just like Taker vs. Cena at Vengeance)
(The Taker is just so amazing, especially with his back
against the wall, and forced to fend him off with an injury)
No-Holds Barred Match = 2 stars (not much GOOD, action)
Rob Van Dam vs. Kane
(Even with the stipulation, nothing really made a difference)
(Some ladder use, and a chair and the steel steps - that's all)
(Kind of a pre-empt to the big match at Unforgiven)
WWE Championship = 3.5 stars (not better than Wrestlemania)
Brock Lesnar vs. Kurt Angle
(With a twisted side to him, Brock's a muscle nutcase)
(Kurt never gave up hope, and finally made Brock - TAP)
(Great action though, kind of similar to Wrestlemania!)
AND NOW ON TO THE FAIRLY WORTHLESS - CHAMBER MATCH
Jericho vs. Triple H vs. Goldberg vs. Michaels vs. Nash vs. Orton
-Let me explain some key points!
-This was nothing, I repeat nothing like Survivor Series?
-Eliminations were almost all by Goldberg?
-Everyone was gone way too freaking quickly, and was short)
-Triple H cowering inside the secondary chamber - wussy!
-Nash is nothing special, neither was Michaels in this thing
-And I still can't believe Orton didn't even attempt to win
 the damn title (Triple H has a sick noose on these guys)
-Plus Goldberg was totally floored after this ended, beaten
 and totally bloodied, will someone arrest HHH for battery???
-You want to see something better, watch women fight...
(But the one-on-ones and fatal four-way are worth it)"
417,2.0,"This wasn't scary at all.  If anything it taught me about tree hunting.  I just found it to be 'meh'.  Two grown.... emphasis on grown men who are freaking out about screams in the woods.  Okay .... ummmm, it was just so boring.  At least give me some flash back history rather than some local legend talk.  A movie that wasn't quite 90 minutes and could honestly have been finished in about 60 minutes.  The first 20 minutes was about NOTHING."
418,5.0,"In 1998, a new comedy called ""Will & Grace"" made its official debut on US comedy channel NBC. The series was widely talked about. I live in the UK, and Will & Grace has only been on our television screens for little over two years, but - as in America - the show has made a huge impact and formed huge fanclubs amongst both the gay and straight communities. Seasons 1 and 2 have been available in the UK for around a year, so I think it's about time the show is released on DVD in America!

Will and Grace are best friends who are both very close. Everything about their friendship is perfect for them to be a romantic couple, except for one problem - while Grace is straight, Will is gay. Will Truman (Eric McCormack) is a supercool lawyer who loves Grace as a friend, but nothing more. He is a rather strange character, but seems very grounded and comfortable with his sexuality. Grace Adler (Debra Messing) is a sassy, smart and successful interior designer. She is very dedicated and disciplined when it comes to her professional life, but her personal life isn't nearly so together, and Will is her stabilising force. She's a little neurotic, and she knows Will is the only person who understands her and can help her put things into perspective. Besides this, Grace is also a lot of fun, and her humour helps balance Will's more serious personality.

Will and Grace also have to cope with their two long time friends, Jack and Karen. Jack McFarland (Sean Hayes) is a jobless and very hyper camp gay guy. He is highly neurotic, extremely outspoken, a little bitter, maybe even borderline obsessive-compulsive. However, underneath all that, he is a caring soul and a good friend to Will. Karen Walker (Megan Mullally) plays Grace's socialite assistant. Karen is always confident that her way is the right way, and that she gives brilliant advice. She is so happy just being who she is, and who she is so completely inappropriate that it can't really be fathomed.

With the first episode of Season 1, ""Pilot (Love And Marriage),"" Grace is preparing to finish with her slob of a boyfriend Danny, but he proposes! The conclusion to whether or not Grace goes through with it is hilarious, and it fits in perfectly with the follow-up episode, ""A New Lease On Life."" Grace is looking for apartments, but puts forth an idea to move in with Will. In ""Head Case,"" Grace comes up with an idea to expand Will's two bathrooms, but this idea soon turns into a living nightmare! In ""Between A Rock And Harlin's Place,"" Jack is rehearsing for his one-man play Just Jack! Karen offers her advice in a hilarious dance scene, while Will and Grace have serious issues about a client who is looking for a new apartment.

In ""Boo! Humbug,"" Karen reluctantly agrees to storm the streets on Halloween with Jack, but she ends up having much more fun than him with a group of Drag Queens! In ""William Tell,"" Jack lets slip to Grace about a guy that Will had an affair with a guy when he was in a long-term relationship with Michael. In ""Where There's A Will, There's No Way,"" Jack is in serious trouble. He has forgotten to pay his taxes and now his gym membership is under threat! In ""The Buying Game,"" Grace wants to buy her studio, but things turn sour when Will intervenes. Meanwhile, Jack is finding his massage training a bit too hands on with Karen. In ""The Truth About Will And Dogs,"" Will becomes obsessed with a pet dog. In ""The Big Vent,"" Jack is freaking out because Karen says his new play stinks. Meanwhile, Will and Grace are totally obsessed with the interesting conversations from the apartment below that they can hear through their heating vent. In ""Will On Ice,"" Jack and Karen strike up an unlikely friendship when discussing ice skaters, while Will's birthday is set to turn out badly again - and he can't even get a cowboy cake!

In ""My Fair Maid-y,"" Grace is freaking out thinking that she has lost all creative inspiration she ever had for interior designing. It's not long before Will's cleaning lady is claimed as Grace's saviour. In ""The Unsinkable Mommy Adler,"" Grace's mother shows up with an outrageous suggestion that Will and Grace should get married! In ""Big Brother Is Coming Part 1,"" Grace is trying to re-unite Will with his brother who cut him out of his life years ago. In ""Big Brother Is Coming Part 2,"" Grace appear to have made a mistake in her attempts to re-unite Will with his brother. In ""Yours, Mine Or Ours,"" Will and Grace argue over a guy who has separately invited them both to dinner.

In ""Secrets And Lays,"" the whole four go to stay in a log cabin for a weekend. Grace sets it up as a solution for Will's 'Split With Michael' Anniversary, but a blast from the past threatens to blow her cover. In ""Grace Replaced,"" Will is off seeing another woman while Grace is extremely busy. Is Grace a little jealous? In ""Will Works Out,"" Jack joins Will's gym but this leads to all sorts of problems for Will and his reputation with clients who also go to his gym. In ""Saving Grace,"" Grace potentially lands a huge deal with a male client, but Will has to go out with him for Grace to be successful in her deal. In ""Alley Cats,"" Will and Grace have to curb their competitive streaks when they stand to lose their friends, whilst Jack is performing CPR on Karen.

Will & Grace is a fairly new comedy in the UK, and its popularity is just soaring, and we're only on Season 3! The show has longevity, and that's what will make it one of the most popular sitcoms in history. Will's crazy moments, Grace's wacky situations, Jack's flamboyant attitude and Karen's hilarious one-liners are all in this collection for you to treasure forever. Buy the Season 1 Collection of Will & Grace now!"
419,5.0,"If you like REALLY bad horror movies, this is the one for you! This is serious ""So bad it's good"" material, on a ""Worst of the worst"" scale. It's monumentally horiffic in every way. It's about mutant rats and of course, they start killing everyone...Great stuff...You name it, it has it, all the elements that make a horrible horror movie: Cheesy script, bad acting, gratuitous sex scene, bad gore, fake looking rat suit, fake sounding dialogue, holes in the storyline and super corny ending. The even more hilarious thing to do is to watch it with the directors commentary on the DVD! It's priceless! Lines like, ""We had to try to make the rats look scary, so we blew cold air on them to make them run."" I laughed so hard...And so will you if this is your thing. DO NOT watch this unless you are into cheesy movies! If you are looking for a 'good' horror movie don't watch this and don't watch it if you want to be scared. It's too freaking funny to be scary!"
420,4.0,"i had never heard an inkling about this movie until one guy at work told me about it. the only thing i knew was the main character was that one dude from Scary Movie 2 that was in a wheelchair and had the cock eyes. i didn't have high expectations since i never even heard of it.

surprise surprise! this freaking movie was funny. it borders on dumb redneck humor mixed with dumb and dumber, or something like that. there were a lot of memorable quotes and characters and that is something i didn't expect. i figure if you know about it then you probably enjoyed it enough to be entertaining. i know i did. for those of you who hadn't watched this, it is slightly offensive but worth a look."
421,5.0,"America's craziest family is back, and this time they're even funnier than the first season! I absolutely am addicted to this show. I can watch it over and over without ever getting sick of it. In an age where funny television shows are a dying breed, this one stands out from the rest of the reality tv/ comedy mush out right now. From Ozzy's battle to catch Moby Dick (um, fish don't like cheese, but whatever), to Kelly freaking out about her newfound fame, to Jack... well, being Jack, and of course Sharon (who at the time this season was taped was still battling cancer) who always just says whatever she wants (yay Sharon); this is a family that never ceases to have an interesting story to tell. They're the Beverly Hillbillies of the millennium (and I mean that in a nice way) - they have this balance of being just like any given American family - just as dysfunctional and crazy - only they have millions of dollars and cameras following their every move. It's basically the story of your family if your dad had been a 70's rock star.
The DVD itself is mostly like the first one. It has all 10 episodes of the season plus the option to turn on commentary by Sharon and either Aimee, Kelly, Ozzy, or Sharon's 4th child, Mimi (or Minnie?) the dog. The commentary isn't remarkable, though if you've seen all of the episodes a billion times (like me) you can just switch it on for something different while you watch the episodes. They don't say much (Sharon mostly says ""I haven't seen this"" or ""Oh my g-d, I can't believe they put that in""). I'm not sure why they thought it was a good idea to have Aimee do commentary because all she does is say how stupid her family is and criticize whatever she sees. Ozzy will occasionally mutter and say ""testing, testing,"" Kelly offers a few insights, and Mimi (or Minnie?) the dog will occasionally bark. There are a few 'bonus' clips of the family that were cut from the episodes, which are ok. There are a few games which are also mildly entertaining. The slightly amusing Ozzy translator (subtitles that can play during an episode whenever Ozzy speaks) is also back.
The bottom line... this is one of the funniest shows on tv and a fun DVD to have around to pop in and watch when you're bored or just sick of watching all of those other 'reality' shows. I got my entire family hooked on it, even though they are about the last people you'd expect to enjoy watching a dysfunctional rock star family on tv... but it's a show that can appeal to all types."
422,1.0,"I can't understand all of the four and five star ratings.  Are you freaking serious?!?!  This movie was HORRIBLE!  The acting was atrocious!  Only ONE Howling movie was good and that was the first one with Dee Wallace.  Every other movie went down the drain after that, and this one is no different.  I can't stress enough just how HORRIBLE this movie was.  DO NOT WASTE YOUR TIME.  If you do, you'll be sorry.  I certainly am.  OMG....the acting!  Geeeez this movie was a stinker to the 100th power...."
423,5.0,"While reading up on scenes that made people jump, one that often came up was 2 from the Eye, a Japanese film made a couple of years ago. Going to the video store, I thought ""I doubt they'd have it but let me go look for it anyway"" and sure enough I found it so I got that and didn't regret it one bit. While the story isn't original and it kind of peters out after awhile, it's anchored by a solid performance and genuinely creepy moments throughout the film.

Mun has been blind since the age of 2. In her late 10's/early 20's(it's never specified), she undergoes a cornea transplant, letting her see finally. And everything is great and she's quite excited over it. That is until weird people start showing up and freaking her out which makes her wonder: just whose eyes did she get? Helping her is a psychiatrist who wants to believe her but is burdened by his more-than-friends feelings for her.

The film isn't that original as there have been several films based around being in possession of a haunted something. The film is of course to get comparisons to the Sixth Sense but that's an incredibly unfair statement since besides the ghost and the psychiatrist thing, they're quite different. The only thing that the Eye doesn't share with Sixth Sense is strong scenes start to finish. You can almost pinpoint where this film goes from creepy to just kind of there. The ending, which rivals the Mothman Prophecies for the biggest end disaster I've seen, is effective and a nice capper.

Now, it is a horror film so does it scare you? It sure can. Of note are 2 particular scenes: Mun gets a creepy visitation during a calligraphy class and what's probably the creepiest elevator ride you'll be on. Also watch for a face on a subway that has actually not been accounted for. These scenes, as well as a hallway visit by an old woman will most likely chill you, or at least startle you cause the music's so loud. However at a certain point, the film becomes less creepy and becomes more story driven and it's here where it kind of falls apart.

The other anchor is Anjelica Lee(credited as Lee Sin-Je) who provides a strong emotional weight to the character where you'll start to worry about her safety(especially that elevator part). The only other significant role is her doctor friend who while not given much character, becomes someone Mun can rely on for help.

In another unnecessary remake idea, it's being redone with Renee Zellweger in the role of Mun. While the last half can need some touching up, this doesn't need to be remade: it's creepy enough as it is."
424,5.0,"A young Chinese violinist, blind since childhood, recieves corneal transplants and begins seeing ghosts and other troubling visions.  She starts freaking out until she winds up back in the hospital with a collapse. Only then does anyone begin to believe her. Her psychotherapist (who has fallen for her) agrees to help her and traces the donor to a Thailand village where they discover the donor was an extremely troubled girl who committed suicide. She was psychic and persecuted by ignorant villagers. Resolving the matter will be another issue. ""The Eye"" is a richly textured supernatural thriller with horror elements. The ghosts are believable and the heroine's plight is scarily presented. There's enough tension in this film to fill Shea stadium. Yet it is also a film of emotional depth and treats the subject matter with respect. It says that there are ghosts all around us and those that can see them for whatever reason should understand the reasons they're still here. In ""The Eye"", it's tragedy and unresolved emotional conflict that binds a troubled spirit (and some others as well) to this plane. Whether you're a believer or not, ""The Eye"" is a good thought provoker and a well made thriller with enough scares and disturbing images to give you nightmares. At it's core, it's a sensitive treatment of what could happen with our advanced approaches in organ transplants and the misguided beliefs that everything is either black or white. But there are shades of grey that most people choose to ignore. ""The Eye"" explores these ""grey areas"" very well. As it says in the film, ""The world is a beautiful place""...as long as you don't look too close. You may see a ghost."
425,3.0,"I'm kind of surprised after watching ""Suicide Club"" I actually didn't intend to at first. I saw the clip of the subway train jumping on the net like years ago and wondered where it was from but never cared to watch the movie. Some years later I check out a movie called Noriko's Dinner Table and this movie is referenced throughout it well the primary incident at least. I thought Noriko's Dinner table was pretty good strange but good so I thought I'd give this a try.

After reading reviews about how people were disappointed at Noriko's Dinner table for not being a direct sequel I honestly don't get why. Compared to the 2 Noriko's dinner table was by far a better movie because it was complete,quirky,deep, and entertaining. I expected the same when I watch suicide club but what could have been a great film just turned into a waste of time.

The first half of the movie starts off like a great film. Your genuinely interested in seeing what happens and solving the mystery. The film starts out with a group of girls jumping onto a railway. Probably what makes this movie famous and so talked about...then it has some odd occurrences with people killing themselves. The story has 3 main characters. 1. The cop, 2. The cute girl on the cover, and 3. The hacker chick. I only call them main characters because the events that happen to them are all turning points in the story. You start out following the cop which is by far the best part of this movie. **maybe spoiler nah not really** Something happens to him and the movie you were just watching ends right there. All of a sudden Suicide Club turns into a musical. This movie goes from Suspenseful horror to ""is this a joke?"" quick! Norkio's Dinner table had that same eerie yet goofy atmosphere but it had it throughout the movie. It didn't all of a sudden turn into a completely different movie half way through it.

The moment the rock star starts singing you can consider this film over. The movie killed it's own self. From there you jump to the 2nd Main Character the Hacker and for some reason you never know what becomes of her character. It's just like the writers forgot to finish her story. Then from there we go back to the cute girl on the cover. Who solves the mystery of Suicide Club then the movie gets even weirder then it just ends with another  lame song. I honestly thought people where killing themselves because they had to listen to that horrible ""Dessert"" Pop group and that freaking song ""call me"" that stuck in my freaking head! MAKE IT STOP! MAKE IT STOP! ""CALL ME DA DA DA DA DA DA"" ""MAIL ME DA DA DA DA DA!"" some one kill me!

Ahhhhh.... ok what was I saying now... That's right, I don't understand what the message was or what the point of this film was. I really don't get what this movie was trying to be. Noriko's Dinner Table said more about the suicide Club and what it was more than the movie ""Suicide Club"" only that in Noriko's Dinner table no one physically killed them selves they mentally killed themselves by acting as another person until they no longer could connect with who they once were. That and some other stuff it was a really good film. Suicide Club is just outright confusing. Once the 1st main character is out the scene the movie turns into something else that I wasn't interested in watching honestly.

I give this move 3 stars for the first half of it. It's too unique to give it less than that really (first half only other half is a POS!). The rest of the movie can kiss the Dvd case... not worth your time to watch."
426,5.0,"With an opening scene so shocking and disturbing as to be deemed infamous by many, 2002's Jisatsu saakuru (aka Suicide Club) grabs you by the throat, thrashes you around for an hour or so, temporarily morphs into some kind of weird rock and roll opera, gives you another kick in the solar plexus, and then bids you on your way - a little confused about what the heck you just witnessed.  The film will probably be just a little bit too open to interpretation for Western audiences, but by gum I freaking loved this movie.  While American horror directors seem to base all of their films on a shared database of five scripts, the Japanese are continuing to revolutionize the horror film day in and day out.

If you've ever heard of this film from director Sion Sono, you probably already know how the movie opens.  You've got a group of Japanese school girls (fifty-four in all) talking and giggling one minute, and then joining hands and jumping in front of an oncoming train the next.  I wanted to stand up and applaud right here in my room because it's so shocking and so well done.  Yes, we gorehounds can critique the manner in which the blood first appears, but no one can question the effectiveness of so much blood literally going everywhere.  Shinjuku Station almost instantaneously turns into Splatter City, baby.  The cops, led by Detective Kuroda (Ryo Ishibashi) investigate, but there's not much they can do about a mass suicide - not until the pattern of suicides continues to the point that they have to consider the possibility that someone is murdering these kids in some kind of incomprehensible way.  The second scene of multiple suicides is almost as unnerving as the first, and as time goes on individuals - including adults - begin taking their own lives, as well, a fact which sort of undermines any cult group theories.  A couple of mysterious informers - one calling herself The Bat and the other a child who continually clears his throat after every sentence - as well as a distinctly weird web site provide some insight into the subject, but the clues they provide are pretty cryptic.  Believe it or not, events actually take an even darker turn later in the film.

As is so often the case with Japanese horror, some of the deeper aspects of this film may not make perfect sense to those unfamiliar with Japanese culture, but I daresay any horror fan cannot help but be impressed by what goes on here (those who can't stomach a little blood and gore, though, probably won't last very long).  It's a really dark story, and some of its central images are of the type that you won't be forgetting any time soon.  I'll admit that the story didn't answer all of my questions, especially at the end, but this is horror on the cutting-edge and I loved every minute of it."
427,5.0,"I bought the region 2 copy off of amazon UK; freaking hilarious stuff.  All the classic moments you've only seen on YouTube are here: the James Bond improv, the ""Dan!"" incident, giving a deceptive tour of Bono's house, etc. Just as the layout of the DVD menus were quirky in the season 1 discs, so it is on this one.  Terrific extra features-- watch for the Anglian Lives special where they feature Alan a few years after he's moved out of the caravan."
